              x               y               z
      0.7618647       0.6746934       0.4508022
      0.7563769       0.6948759       0.4847935
       0.760317       0.6680515       0.4952276
      0.7469685       0.6934836       0.4847668
      0.7934819       0.6900266       0.4802636
      0.7118255       0.7260621       0.5144912
      0.7279278       0.6853292       0.4494775
      0.7473729       0.6966482       0.4889292
      0.2953924       0.2270609       0.7146064
      0.2233154       0.1735721       0.6644394
      0.3188159       0.1814854        0.652047
      0.2860939       0.2092639       0.6977909
      0.2787232       0.1813558       0.6699887
      0.2747664       0.1962371       0.6824997
      0.3258641       0.1982163       0.7245524
      0.2457983       0.2170308       0.6831748
      0.2868371       0.1863293       0.6977822
      0.2773338       0.1628715       0.6995009
      0.2573833       0.1999368        0.701761
      0.3054539       0.2015211       0.7146191
      0.2614145       0.1405448       0.6995111
      0.2900639       0.1913046       0.6850838
      0.2738734       0.1966189        0.699262
      0.3068439       0.2458875       0.7050129
       0.327737       0.2211786       0.7016472
      0.2652811       0.1857716       0.6909785
       0.277976       0.1951324       0.6991375
      0.2793909       0.1945544       0.7000343
      0.2895341       0.1814457       0.7090516
      0.2436619       0.2003695       0.7044453
      0.2754694       0.2117984       0.6574644
      0.2674072       0.1758658       0.7468455
      0.2513675       0.1471596       0.7289197
      0.2760997       0.2460652        0.689935
       0.233457       0.1907231       0.7348967
       0.275196       0.1957728        0.702005
      0.2790913       0.2561774       0.6912009
       0.281209       0.2125423       0.6851886
      0.9799171         0.87488       0.4709984
      0.9650474       0.8470416       0.4826914
      0.9838156       0.8873511       0.4701438
      0.9977023       0.8817029       0.5094851
       1.000355       0.8789625       0.4673639
       1.007024       0.8633317       0.4488664
       1.033017       0.8872947       0.4259535
      0.9833264       0.8735854       0.4701188
      0.9888902       0.9129129       0.4833747
      0.9847507       0.9221146        0.513525
      0.9926717       0.8560323       0.4292027
      0.9650833       0.8590315       0.4498936
      0.9948687       0.8644705       0.4658405
      0.9761927       0.9055783       0.4767367
      0.9709071       0.9313192       0.4928929
      0.9790147        0.856473       0.5270655
      0.9826723       0.8557951       0.4361698
       1.014501       0.8734482       0.4796023
      0.9518683       0.9018341       0.4784019
      0.9813408       0.8687262       0.4699983
       1.020079       0.8267733       0.4763841
      0.9560387       0.8802219       0.4617014
      0.9803801       0.8752883       0.4741444
         1.0045        0.861693       0.4246716
      0.9471637       0.8573195       0.4280797
      0.9824936       0.8623327       0.4902415
      0.9997747       0.8374945       0.5060051
       1.001866       0.8416613       0.4736792
      0.9903263       0.8676047       0.4798304
      0.9635913       0.8720034       0.4626342
      0.8072296       0.8741161       0.5048413
      0.8482338        0.844355        0.571506
      0.8596415       0.8152685       0.5421229
      0.8686277       0.8754735       0.4945586
      0.9033426       0.8612967       0.4955256
      0.8624009       0.8721571       0.5514416
       0.862092       0.8745947       0.4982901
      0.8741349       0.8642712       0.5037983
       0.860016       0.8653198       0.5055127
      0.9065927        0.868617       0.5129048
       0.873107       0.8649386       0.5299416
      0.8669551       0.8150892       0.5518986
      0.8583427       0.8644314        0.505093
      0.8450094       0.8670392       0.5080481
      0.8465426       0.8624335       0.4842182
      0.8557263       0.8618741         0.50535
      0.8682884       0.9077162       0.5296821
      0.8496347       0.8609147       0.5023912
      0.8671446       0.9012985       0.5425694
       0.877453       0.8694108       0.5697871
      0.9081156       0.8599586       0.4700214
      0.9070507       0.8646474        0.527673
      0.8622941       0.8648002        0.517101
      0.8456223       0.9195982       0.4880063
      0.7990926        0.878795       0.4902117
      0.8662688       0.8514723       0.4740773
      0.8856574       0.9058107       0.5066569
      0.8228516       0.8670407       0.5311726
      0.8584252       0.8584961       0.5040233
      0.8955434       0.8872333       0.5046687
      0.6846371       0.3545709       0.0633197
      0.6899124       0.3169362      0.08974527
      0.6874538       0.3538459      0.07540965
      0.6292314       0.3538917       0.0510582
      0.6595551       0.3504892      0.05179336
      0.6853797        0.359903       0.0566189
      0.6816042       0.3601569      0.05882752
      0.6816014       0.3766106      0.03173522
      0.6732716       0.3890541      0.03205725
       0.671716       0.3665506      0.06616121
       0.647174       0.2999525      0.07063026
      0.6786065       0.3573505      0.06432485
      0.6765916       0.2978581      0.07028754
      0.6389462       0.3724277      0.04214284
      0.7171932       0.3509948      0.06243159
      0.7209272       0.3733974      0.03861152
      0.6771117       0.3366958      0.05366077
       0.697203       0.3277743       0.0396814
        0.67759       0.3412474      0.05987256
       0.679049       0.3977954      0.05148881
      0.6933066       0.3908356      0.04509528
      0.6698825       0.3748354      0.03616244
      0.6448258       0.3778743       0.0215191
      0.6836875       0.3771238      0.07102559
      0.6698391       0.3294447      0.03629856
      0.7097245       0.3205578      0.05331592
      0.6607798        0.392187      0.05902215
      0.6602909       0.3722915      0.05811184
      0.7032018       0.3474189      0.08277879
      0.6869413       0.3811188      0.09805995
      0.1626079       0.7250077        0.214342
      0.1869603       0.7452341       0.2277826
      0.2224036       0.6959818       0.2377778
      0.2142655        0.733731       0.2931334
      0.2014346       0.7384725       0.2359645
       0.199738       0.7611887       0.2324716
      0.1891629       0.7504575        0.230859
      0.1873334       0.7436541       0.2460698
      0.1629826       0.7471779       0.2394445
      0.1673212       0.7471491         0.23703
      0.2031089       0.7245231       0.2322243
      0.1919691       0.7441128       0.2364764
      0.2073443       0.7626386         0.17398
      0.1652857       0.7710079       0.2553748
      0.2271761       0.6942427       0.2339979
      0.2246555       0.7617029       0.2688769
      0.1970342        0.732902       0.2313333
      0.1763386       0.7348396       0.2369248
      0.1898728       0.7447689       0.2294171
      0.1924016       0.7229805       0.1982382
      0.1548007       0.7944056       0.2226648
      0.1874425       0.7641803       0.2439667
      0.1762557       0.7070538       0.2445842
      0.2302308       0.7358036       0.2373418
      0.1639445       0.7786857       0.1881133
      0.1866799       0.7500127       0.2362617
      0.1860243       0.7755477       0.2672715
      0.1938792       0.7549616       0.2347079
      0.2357808       0.7655403       0.2190107
      0.1953886       0.7516073       0.2373946
      0.6198921       0.3371904       0.8306558
      0.6636398         0.29351       0.7897108
      0.6526232       0.3082694       0.8120322
      0.6540572       0.3136632         0.82405
      0.6524454       0.3384532       0.8561398
      0.6514642       0.3149381        0.768215
      0.6650551       0.3613123       0.8439218
      0.6864924       0.3205473       0.8045967
      0.6985047       0.2733529       0.8615279
      0.6604469       0.3096069       0.8270383
      0.6804005       0.3043318       0.7692818
      0.6421713       0.2988788       0.8242071
      0.6772668       0.3111558       0.7996074
      0.6555325       0.3257369       0.8496246
      0.6578331       0.2954589       0.8618294
      0.6682558       0.3327141         0.79625
      0.6271754       0.3434422        0.844159
      0.6965531       0.2746955       0.8327121
      0.6761065       0.3072571       0.8219384
      0.7256408       0.3005681       0.8440157
      0.6603563       0.2902338       0.8095686
      0.6553622       0.3157148       0.8182514
      0.6557531       0.3178091       0.8576996
      0.6700989       0.3231405       0.8109419
      0.7055334       0.3045134       0.8461124
      0.6603389       0.3096874       0.8261644
      0.6532882         0.32684       0.8159473
      0.6626646       0.3102798        0.828701
      0.6580587       0.3099668       0.8303917
      0.6790788        0.263725       0.8213379
      0.3156709       0.3255082       0.8412708
      0.2919655       0.3471412       0.7993899
      0.3267781        0.345056       0.7801399
      0.2934716       0.3529767       0.8368513
      0.2928889       0.3453132       0.8624062
      0.2774423       0.3336275       0.8371094
      0.2725305       0.3910401       0.7977924
      0.2913986       0.3469279       0.8199307
      0.2833003          0.3664        0.858906
        0.31207       0.3058426       0.8596335
      0.2559091       0.3676863       0.8536623
      0.2393023       0.3539491       0.8227474
      0.2787702        0.399344       0.8207323
      0.2930814       0.3455496       0.8499029
      0.2673863       0.3357583        0.814293
      0.2946812        0.353295       0.7876319
      0.2866789       0.3350716       0.8447405
      0.2326544       0.3806583       0.8223563
      0.2363154       0.3460951       0.8511336
      0.3047562       0.3670226       0.8730227
      0.2542859       0.3787874       0.8408243
      0.2816798       0.3526496       0.8545501
        0.31429       0.3293394       0.8874888
      0.2937924       0.3481965       0.8462046
      0.3480484       0.3319345       0.8332663
      0.2941216       0.3556713       0.8443676
      0.3242406       0.3256716       0.8492904
      0.3172523       0.3268384       0.8600953
      0.3438294       0.3042239       0.8438531
      0.2810503       0.3325296       0.8956724
      0.8624813       0.7821329    -0.003441553
      0.8614664       0.7949866      0.01910462
      0.8150898       0.7782379      0.03685315
      0.8691727       0.8007714      0.04928172
      0.8599971       0.8228941      0.01571224
      0.8573358       0.8098285    -0.009033737
      0.8229607        0.795376      0.02184138
       0.890656       0.7602866      0.01129882
      0.8190243       0.8318709      0.02972972
      0.8598451       0.8000108      0.02693899
      0.8861073       0.7952941     0.005222639
       0.879932       0.7538236     -0.01309788
      0.8621926       0.7956592      0.02722652
      0.8451621       0.7589658      0.06244833
      0.8564662       0.7648094      0.03485856
      0.8750591       0.7806052      0.03423224
      0.8685564       0.8188491   -0.0007438409
      0.8587487       0.7775181      0.02566854
      0.9127678       0.7851403     -0.01724765
       0.862064        0.791695      0.02695274
      0.8664716       0.7949088      0.02625613
      0.8166169       0.7849291      0.04959232
      0.8886755       0.7844877      0.04088212
      0.9016509       0.7778763      0.03922574
      0.8802409        0.754008      0.04224187
      0.8522061        0.767608      0.05212081
      0.9084924       0.8166545      0.05337508
      0.8571048       0.7676624     0.002152142
      0.8058755       0.8202939     0.004640402
      0.8368689       0.7937406     0.007769734
      0.9058683        0.838352      0.01696053
      0.8628905       0.7818241     0.009242746
      0.8722591        0.775134      0.02938513
      0.8499142       0.7815915      0.08567736
       0.867909       0.7945765      0.02496143
      0.8563423       0.8002433     0.009698675
      0.8296742        0.800282      0.02940539
      0.8964335       0.7696622      0.06330248
      0.8630077       0.7903883      0.02027412
      0.8521433       0.7486885     0.005514884
      0.8148918       0.8108038      0.03750659
      0.8409918       0.8010507      0.05566115
      0.8226319       0.8469809      0.01133695
       0.876185       0.7968737     -0.02346243
      0.8487011       0.7772864      0.04796111
      0.8751875       0.8342741      0.02634025
      0.8618056       0.7980336       0.0231689
      0.8570653       0.8256161      0.05820251
      0.8732599       0.7680088      0.03768663
      0.8615885       0.7960622      0.02704824
      0.8624832       0.7957756      0.02717605
      0.8192524       0.7523797     0.001207806
      0.8080418       0.8240192      0.05221529
      0.8254738       0.7936249      0.03060586
      0.8569628       0.7951489       0.0243011
      0.9160888       0.7995267      0.01843632
      0.8517258       0.7951716      0.07524517
      0.8692176       0.7940782      0.03053637
      0.8624619       0.7975245      0.02691868
      0.8619655        0.791848        0.029832
