              x               y               z
     0.07938721       0.8696866      0.03837683
      0.1160182       0.9602814      0.06033308
      0.3381249        0.863518        0.451955
     0.07097737       0.9652994       0.3672249
       0.576804       0.7585164       0.7116076
      0.3057707      0.09189238        0.731083
      0.7930706       0.8719401       0.2852023
      0.4858278       0.3392309       0.6760675
     0.01919466       0.8247098       0.7420804
      0.5596434       0.6811698       0.1090415
      0.7013043       0.4414969       0.1006611
      0.2835687      0.07525582       0.3344966
      0.7132822      0.07318037       0.5787728
      0.7869767       0.7952601        0.747872
      0.8962399       0.9863539       0.5978594
      0.6245923       0.6268091      0.01034173
      0.8190626       0.8364922       0.9355363
      0.8343944        0.526363       0.6930447
      0.9817581       0.8247063        0.223448
       0.586038      0.09821339       0.9614662
     0.06677595       0.9098003       0.1139993
      0.7628646       0.2019314       0.3037762
      0.1267572       0.2839338       0.6330816
      0.5809781       0.1232269         0.82723
      0.4572712       0.3806399       0.3149896
      0.8739231       0.9870147       0.3704684
      0.8862612       0.7136084       0.6648476
       0.741541       0.4301666       0.5352229
      0.2313313       0.7977583        0.972242
      0.1695658       0.5502849       0.4890715
      0.3358713       0.2480181       0.7929404
      0.1496301       0.5415382       0.3363143
      0.1678216       0.1320128       0.6307319
      0.4598921       0.5953562       0.5891711
      0.7181477       0.9580308       0.9268013
       0.377818      0.01868779       0.8893735
      0.1976804      0.03198201       0.8003663
      0.7053425        0.995961       0.5294852
      0.6972729       0.9244761       0.8878084
      0.4456688       0.5497169       0.7986479
      0.4090438       0.3535414       0.9979815
      0.8686497       0.1788323       0.8159143
      0.2652988      0.02659186        0.925905
      0.2703084       0.1415041       0.2173846
      0.5885802       0.6033556       0.3711368
     0.08044944      0.07915714       0.1468623
      0.2228099      0.06603475      0.08703208
      0.1312906       0.2089701       0.7279053
      0.6903319      0.08274681       0.7719753
      0.6705465       0.7700461      0.01451316
      0.7965461       0.3230488       0.3083691
      0.2286738       0.2302968       0.4138284
      0.9790625       0.4060452       0.6714786
      0.5585227       0.6992943       0.3603591
      0.4070163       0.3997397       0.8128886
      0.7831479       0.4739663       0.4332586
      0.4520715      0.02640281     0.008826088
      0.5821955       0.5345951       0.5432996
      0.5280494       0.2076432       0.5739611
      0.4100304       0.2619578       0.3658086
      0.1646156      0.04296781       0.5389643
      0.2793726       0.3250692        0.542093
      0.7069094       0.7774583      0.07294032
      0.7372695      0.07760629       0.7568964
      0.6689087      0.06356711        0.288526
     0.01115919       0.9552892       0.3196979
      0.1284949       0.9058011       0.2545112
      0.5785482        0.530383       0.1343276
      0.4070745       0.5242192       0.6502645
      0.3118317       0.3014396       0.8522852
      0.4679342      0.03076786         0.86624
      0.5368067       0.3525281       0.9258015
      0.2663274       0.4695599       0.3990695
     0.07822211       0.4780209       0.8741401
      0.4989119       0.7682231       0.5230643
      0.9323752       0.5898339       0.6580814
      0.5909122       0.1887482       0.3232152
      0.5857295       0.7921532       0.5195688
     0.09365612       0.9312444       0.5651723
      0.1643653       0.6798054       0.8123316
      0.1757643       0.1251608       0.1763921
      0.1006743       0.8856387       0.7312246
      0.7533411       0.8429358       0.3579205
      0.6196475      0.06646071       0.9742678
      0.0304951      0.02357986       0.3701993
      0.8413147       0.7092267       0.7927614
      0.8326766       0.8241446       0.2706432
      0.6141488      0.06000393       0.1087544
      0.4038696      0.06631285       0.5520967
      0.4784492       0.1831228       0.7776423
      0.1638235       0.4552094      0.01430016
      0.1277072       0.5318001       0.6372735
      0.7280681       0.6283574       0.0319037
      0.8935387       0.6666313       0.9194321
      0.1416572        0.530962       0.6518554
      0.8432324       0.6502453       0.1247824
      0.6093544       0.2143223       0.4678648
       0.949306        0.130633       0.4269208
      0.4162697       0.2144934       0.3676028
      0.4241195       0.4983708      0.09679582
       0.913392       0.0932156       0.4433097
      0.7646155       0.1863694       0.2377221
      0.1552538       0.2448317       0.3706066
      0.5862552       0.3093758      0.04569024
      0.4236892       0.6202862        0.644809
      0.8611952       0.2506293       0.9643143
      0.1353473       0.2538299       0.1479423
      0.6752002       0.3005028       0.4082117
      0.6521381       0.7382845       0.5924168
      0.9134976       0.6236489       0.4257086
      0.9983869       0.3233067       0.6595623
      0.3316395      0.08343074        0.688237
       0.345211       0.5689696       0.3265233
      0.3853297       0.6270661        0.557544
      0.3817783       0.4431828       0.3498579
       0.525316       0.6428119       0.5580138
      0.1829756       0.1973449       0.6557797
      0.1449682       0.8339269       0.5025058
      0.1995401       0.5615755       0.2481037
      0.2956056       0.1675676       0.6321251
      0.3785141       0.8026096       0.3065727
      0.6313131        0.258992       0.4328779
      0.7739448       0.6889857       0.8673043
      0.5760532       0.6136632       0.9286173
     0.03945561       0.8992875       0.9872513
      0.8937524       0.3919526       0.1900634
      0.5401462        0.443848       0.1875501
      0.6259448        0.762579       0.2281165
     0.04335381        0.383334       0.7222367
      0.5442275       0.9874399       0.6262561
      0.5374733      0.06348242       0.3294285
      0.4039109       0.6889805       0.4203113
      0.5792309       0.5615606       0.8714845
      0.5608251      0.01666191       0.2920741
      0.8211271       0.8561698       0.6810801
      0.3183001       0.6614818       0.8089479
      0.7058646       0.2999938       0.7405757
      0.1469017        0.401698       0.9911357
      0.1063692       0.2617734       0.7274593
      0.2001572       0.5238721       0.5939116
      0.5157055       0.1725909       0.3454022
       0.792687       0.3505665       0.3891494
      0.6814891       0.9637259       0.8773314
      0.5369506       0.9190803       0.5141012
      0.2624626       0.8213308       0.8798491
      0.9209985         0.39258       0.1137118
     0.08944041      0.01171576       0.1701622
     0.02493439       0.9628445       0.6429734
      0.2348746       0.2048756       0.3870051
      0.2702297       0.1176978       0.1003392
      0.8400227       0.9834214       0.6270794
      0.0902637        0.309924       0.0995101
     0.07400829       0.3251604       0.9738707
      0.1844705       0.1138904        0.104373
      0.6320975       0.7058768       0.8385747
      0.5152179       0.1993545     0.002906831
      0.2357088       0.6505723       0.8622963
      0.4110812       0.1498269       0.3562755
       0.444758       0.4834926       0.3061953
     0.09348728        0.413206       0.8289506
      0.2590811        0.790763       0.5887931
      0.7951424       0.7433436       0.4559493
      0.7253267       0.5651462       0.9271296
      0.2707914        0.260793       0.6616651
      0.9216832       0.2128547       0.5379671
      0.4462535       0.5940818       0.5396223
       0.875675      0.05585333       0.5795864
      0.6966953       0.9285322       0.2403649
      0.6109316       0.2254066       0.8384296
      0.4599632       0.3399459       0.6389374
      0.8012314       0.5289096       0.1343181
       0.768351       0.4113776       0.8440372
      0.2025276       0.6816319       0.1460864
      0.1687363       0.5364388      0.09128131
      0.6085969       0.9437423        0.852095
      0.6207369       0.9920986       0.6402297
      0.9617295       0.5845403       0.8926589
      0.3977892       0.1274074       0.6093905
      0.1511979       0.8795631       0.2870309
      0.2217776       0.8523424      0.07396715
      0.5302471       0.9856545       0.7889572
      0.6735263       0.2055487       0.1229346
      0.4576999       0.4924179       0.2032418
     0.07429999       0.9670699       0.6480762
      0.6797661       0.4216402        0.427945
      0.0530421      0.06673969       0.2116895
      0.5485966       0.9190002       0.5142978
      0.6201989       0.8011589       0.7123346
      0.8422521       0.1130494       0.7951462
      0.8386153       0.9578885       0.8807799
      0.8914128      0.08592193       0.2547112
      0.5751117       0.4948548       0.7375023
      0.6375085       0.5670702       0.3896053
      0.7298768       0.3940716       0.9004932
      0.9132019       0.5962019       0.4996164
      0.5582522       0.4678203       0.6853673
      0.4281051       0.1119589       0.4323512
      0.2553315       0.9070523       0.6509406
      0.9965692       0.4014886       0.8451266
      0.7981897       0.1220185       0.1994084
      0.0210685       0.7152307      0.06752213
      0.7593898       0.4285953       0.5484113
      0.7916207       0.3704759       0.6159379
      0.6823741       0.2187267       0.1779241
      0.6732487       0.9151828       0.6782019
      0.8542198       0.9668352       0.7002148
       0.702602       0.2170181      0.01488142
      0.1784871       0.1206377       0.7703603
      0.5596529       0.9223119       0.2572745
      0.4179585      0.04241733       0.6794372
      0.6013532       0.7595555        0.528257
      0.1115515      0.09807265       0.1368559
      0.8706372       0.7340256       0.1083066
      0.5343165       0.6685011       0.5072702
        0.34243       0.2771083        0.246221
      0.4430582       0.9362044       0.1971619
      0.2959839       0.4779397       0.9083653
      0.2388868       0.3348323       0.5140903
      0.4214114       0.8545002       0.4302205
     0.03097322       0.4444013       0.5875104
      0.1621074       0.1198694      0.07288074
       0.589306     0.001469029       0.9423374
      0.8343042       0.3912844       0.2435128
      0.5439542       0.1009012       0.1527087
      0.3558251       0.1847619       0.9152553
      0.6254819       0.6321726       0.8227323
       0.762195       0.8502826       0.2159645
      0.9567139       0.2307112       0.2284116
      0.5923474       0.6632708       0.8264015
      0.9573442       0.7141588       0.4224724
      0.4702618       0.2072694       0.7777486
      0.2859201       0.1977819       0.5538254
      0.6414825       0.6683952        0.125427
      0.7240956       0.5347247        0.630052
      0.7382655       0.8673112       0.6248001
      0.3785476       0.9010237       0.7469266
       0.119138       0.6353215       0.3820107
      0.5921409       0.5669123       0.5715673
      0.9356377       0.6120365       0.5411408
        0.88237       0.8567867       0.3900777
      0.6002317       0.7824189       0.4192935
      0.5337802       0.8403309      0.08443773
      0.8312976       0.4981719       0.8440674
      0.6738176       0.6367134        0.399295
       0.634683       0.9209846       0.2768086
      0.3973133       0.6647781      0.05333522
      0.8187397        0.190682      0.09693485
      0.9250444       0.0715715      0.03019075
       0.184652       0.8781184       0.8429321
      0.9634161       0.6969727       0.3482058
     0.02193865      0.08651084       0.1233435
      0.7793858       0.6708425       0.4582687
      0.1666121      0.08912062       0.1577732
      0.6960058       0.8571462       0.1662091
      0.7108798       0.4812746       0.5601383
      0.3657076       0.9704174       0.8950657
       0.738427       0.8065426      0.07036541
      0.9096699       0.8534184       0.9522195
     0.05520148       0.4123941       0.5921545
      0.1559059       0.4288542       0.3251697
      0.2713183      0.07138354       0.4938741
      0.8501641       0.9953835       0.5263619
      0.6154532       0.8394204       0.9448017
      0.1926682       0.2895156       0.5515236
      0.8003635      0.08676462       0.6074458
      0.7985796       0.5484734       0.2509923
      0.4394206       0.6338527       0.3017063
      0.6953983       0.6034374       0.9304322
      0.5162954      0.08915878       0.1562189
      0.9552691       0.3563347       0.1955647
         0.6444       0.8340965       0.4204621
      0.6764299       0.7773652       0.2683277
      0.2314417      0.01580364       0.6461685
      0.1548884       0.5688063       0.9930693
     0.06409352       0.5125092       0.2669606
       0.481014       0.9181184       0.2130439
      0.1395673       0.5952878       0.8411196
      0.5232742      0.03641502      0.07351555
      0.1469735       0.2619477        0.924255
      0.9747767       0.1069347       0.2494394
      0.6296581       0.2328862       0.2306287
       0.409501       0.9032605       0.7815545
      0.4509343       0.9901894        0.489393
      0.1476545      0.01100539      0.01780814
      0.9447689       0.9787651       0.1593513
      0.6870634      0.00490971       0.9892062
      0.8970991     0.009527715       0.4916181
      0.2092689       0.5228303      0.01062605
      0.1301968        0.203522       0.6838268
      0.9386547       0.8062517       0.6505469
      0.3639462       0.9803044        0.683023
      0.8329066       0.2363581       0.4423897
      0.4333032       0.4612572       0.3019223
      0.5498755       0.7212516       0.8846993
      0.4335246       0.5877342       0.4991807
      0.5365614      0.05576304        0.779716
      0.5364784       0.5486371       0.9571257
     0.07943809       0.9503178       0.3986115
      0.7867628       0.2756679       0.2213678
      0.6844354       0.1847995      0.09530428
      0.2416325       0.8982754    0.0004830018
      0.9303724      0.09122794       0.7550627
      0.4624297       0.4282872       0.6336068
      0.1818941       0.6398646       0.9188614
      0.3439904       0.5131531       0.6138998
       0.526429       0.3455467       0.4000735
      0.8267598       0.2925324       0.6681344
      0.9625089       0.1969645       0.1629292
      0.6226617       0.6696275       0.9217031
      0.7792337      0.06417445       0.6676705
      0.1318902       0.6675332       0.8645291
     0.03740776       0.7327044      0.07046513
      0.6448739       0.9008141      0.06447887
      0.8721988       0.6163856       0.6674326
      0.6590982       0.4133601       0.6392051
      0.1819517       0.2145121       0.1816782
      0.9540813      0.06499985       0.2189244
      0.3439442       0.9499883       0.8649089
      0.1290797      0.09340729       0.8292549
      0.4000362       0.2629207     0.002032316
      0.5346157       0.9637105       0.2052621
      0.7248841       0.4227804       0.4698749
      0.2369595      0.09788137       0.8157409
      0.6194507       0.8075962       0.8131961
      0.8348758       0.3051438        0.649759
       0.336637       0.1348737       0.6971141
      0.6144089       0.8315936       0.8887472
      0.5770516       0.4127735       0.5689449
      0.6924307       0.1717899       0.6331763
      0.7196857       0.6034634       0.2228506
      0.2465152       0.8489736       0.5505349
      0.4853147      0.01458519       0.5154052
      0.7560481       0.1750815       0.4675671
      0.9059627       0.7197189       0.9319521
      0.7713503        0.548231       0.3352758
       0.795351       0.7075915       0.3739837
      0.6053425       0.7335104      0.04546619
      0.3670876       0.9840288       0.6053735
      0.1938648       0.2895132       0.6052156
      0.7625484       0.9612852       0.7655744
      0.5554721       0.5209241       0.8362782
      0.5140931        0.770642       0.4963221
      0.6382629    0.0008896049       0.7016264
      0.5214293       0.7741843       0.4601242
      0.5569607       0.0786078        0.217338
       0.105116       0.9303598       0.7150903
      0.3323404        0.539815       0.7163987
       0.805449       0.7772652       0.7761221
      0.4844302       0.0456447       0.6670662
       0.452684       0.9344018       0.3269435
      0.5843898       0.7598111       0.4777115
     0.08481237       0.5673739       0.3391681
      0.8932563       0.8339703       0.4323505
      0.8622523       0.6759648       0.3845521
      0.4466005       0.6417836       0.7374111
      0.9120413       0.2567682       0.9907302
      0.4058994       0.3649019       0.2109886
      0.5446629       0.2097467       0.3490295
     0.04547883      0.01308037       0.1662686
      0.7089418       0.5412498       0.6407992
      0.8677967       0.1141049       0.9102735
      0.6295921        0.972431       0.6290957
      0.7824918       0.6148665       0.9305593
      0.4596144       0.4519342     0.005902985
      0.5976554       0.9023096       0.8077375
      0.3041089       0.1389278      0.06808973
      0.6828818       0.6599617       0.5975891
      0.5609712        0.849968       0.6802416
     0.03211787        0.799231        0.126821
      0.7686087       0.7976306       0.7719089
      0.8794618       0.7329592       0.1511109
      0.3729544       0.8338178       0.9148818
      0.8855301       0.5413108       0.6908246
      0.1864784       0.7906093       0.7062188
      0.9215734       0.1627566      0.07914121
      0.7306755        0.584895       0.6073123
      0.4994735       0.7316609       0.8597509
      0.9571037        0.748246       0.7408669
      0.2915361        0.816022     0.008246693
      0.1654134       0.3386996       0.9572732
      0.9357707       0.2367119        0.622927
      0.8153693       0.7347196      0.05123758
     0.02105157       0.4530245       0.4634435
      0.1470402       0.3221277       0.5876079
      0.8251886       0.9917244       0.9903515
      0.4058385       0.1659024       0.7387362
      0.9731915       0.9227499       0.0995022
      0.8743012        0.128026       0.3352542
      0.3742241       0.1391288       0.6119541
      0.1495455        0.163055       0.9321442
      0.3406135       0.5975828       0.6956215
      0.9489757       0.9595819       0.4445939
      0.8724637       0.7719064       0.9507751
      0.1678471      0.08456867      0.06900737
      0.3271153       0.7624544       0.4803743
      0.4439905       0.4787482         0.88811
       0.428931       0.9238094       0.6787941
      0.9605126        0.306781       0.8471839
       0.302048       0.3183715        0.773659
      0.4559744      0.04480815       0.7910008
      0.2217839       0.4387663       0.2998461
      0.1346319      0.02934207       0.1147069
      0.9281823       0.4465944       0.2557307
      0.2955902       0.2186869       0.1186355
      0.5606616       0.4729906      0.06144906
      0.4406516       0.5275215       0.1906622
      0.1601349       0.1932121       0.2752639
     0.03500298       0.9259623       0.8801508
    0.000698761       0.4021176       0.7789786
      0.6613467       0.6606201       0.6234336
      0.6503335      0.03531077      0.08597123
      0.1637907       0.6245825       0.3829635
      0.5026564       0.9649425       0.7568393
      0.9226012       0.4330223      0.05106836
      0.3612159       0.9914581       0.7770275
      0.4853695       0.1585505       0.4322892
     0.05193203       0.5372122       0.9106298
      0.6405554       0.1834078      0.08530513
      0.8841277       0.5853656       0.3376631
      0.6738626       0.8264282        0.901494
      0.2150804       0.5798505       0.3272759
     0.08243989      0.08693816       0.8465631
      0.1437634      0.06501149       0.6376801
      0.7845862       0.5965124         0.44743
      0.4013487      0.05255968       0.2755965
      0.2988379       0.1487899       0.8480206
      0.4666392       0.3224426       0.9133379
      0.5094865      0.07902542       0.2699473
       0.355061       0.7711872       0.7938001
      0.2683197       0.7071575        0.913265
      0.5639715       0.3151348       0.4332502
      0.2052568       0.9564464       0.6374896
      0.3029684       0.4721103       0.9218035
      0.5689239       0.6164365        0.951946
       0.164883      0.04994724      0.04565621
      0.5050072       0.5144668       0.5653148
      0.9756171       0.7013127        0.246075
      0.2388545       0.3294076       0.7823968
       0.380002       0.9360073       0.7414916
      0.5595401       0.3920991       0.2629889
      0.1816779       0.3570492       0.8765969
      0.5711085       0.3603072        0.431316
      0.3043883       0.1682644       0.4772295
      0.7893477       0.5554017      0.05750221
      0.8639392       0.4494343       0.8394924
      0.1549703       0.6602865       0.2797865
      0.6501275       0.7188969     0.006811497
      0.1046093       0.9025779       0.2392611
      0.5211622       0.1914345       0.4970649
      0.3950016       0.5337878       0.2281453
      0.3986105       0.5011881       0.5818535
      0.6715403      0.09724249       0.8990106
      0.2224814       0.3581138      0.08385549
      0.4972305       0.7411818       0.2382457
      0.4493346       0.3851622       0.1041592
      0.4740131       0.4841725       0.2041069
      0.5863733       0.4699644      0.06512853
      0.5877589       0.2293897       0.2570366
      0.5200521       0.2663412       0.8396006
      0.3535968      0.06412933       0.7541771
      0.1316108       0.3704558       0.8344803
      0.7244349        0.553579       0.3650378
      0.3355273       0.4967952      0.06838056
      0.9132259       0.8396767       0.8970907
      0.6981334       0.2587879       0.8117835
      0.8690034       0.6407227       0.2171988
      0.9218199      0.01996774        0.734985
      0.9378512       0.7854164       0.7909188
      0.4908146       0.8394086       0.7997919
        0.30229     0.006057385       0.7051599
      0.2542141       0.2081126       0.8723881
     0.07885361       0.8137518       0.5917872
      0.9170976       0.2333514      0.05747346
     0.04772548        0.639737       0.9849476
      0.6930498       0.6383147       0.7612488
      0.5658154       0.7825053       0.2533648
      0.8907567       0.9744108       0.8373749
      0.2768773       0.5451399       0.5431494
      0.9264172       0.2164191      0.08794062
      0.3816757       0.2527035       0.9728632
      0.6228135       0.7124873       0.3992363
      0.1734055       0.7138226       0.8187088
     0.05700994       0.5142434       0.1386065
      0.3284798       0.0184451       0.6570614
      0.2098878       0.5947264      0.06655593
      0.8297201       0.7521596       0.2655894
      0.6044677       0.8306683     0.008067617
      0.7743482         0.26914       0.2959812
      0.2665319       0.9598623      0.02644867
      0.2260157       0.6188149       0.4982883
      0.6808593       0.2932256       0.3753544
       0.584751       0.1142231       0.7626195
      0.4569572         0.87161      0.02011429
     0.01091328       0.7957586        0.520703
      0.8027526       0.5724229       0.1446682
     0.04329313       0.6742444       0.5136034
      0.7990872       0.9990294       0.1628397
      0.6806143       0.6839251       0.6957399
      0.8284164       0.2094515      0.05004505
      0.2769484       0.1526494       0.8264241
      0.1301353      0.01878987       0.9644369
      0.5172484       0.3073529        0.220459
      0.8680809       0.4699616      0.06202818
      0.3557269       0.2011972       0.2046601
      0.2454558       0.3188034       0.8217209
      0.2205733      0.09119569      0.01888198
      0.2132647       0.2801114       0.6163408
      0.3056262       0.8004607       0.3971635
      0.8260649       0.6234889       0.3849942
      0.7293015       0.1850998       0.1487782
      0.5563764       0.1167911       0.6466644
      0.7490784       0.6458655        0.416062
      0.9549345       0.8300679       0.2471508
      0.1432613       0.7828351       0.5044435
      0.3464504        0.947343       0.2680575
      0.8692756       0.6947086       0.9103282
      0.9532606       0.6340232       0.4780453
      0.2157705       0.7896957       0.9350164
      0.5610447        0.804329       0.1352918
      0.7846243        0.189964       0.2948305
      0.3738586       0.8031576      0.03120077
      0.7800121       0.8521981       0.1153272
      0.5118336        0.708954        0.617419
      0.4003362       0.8791945       0.1552592
      0.8679171       0.3922041       0.3150343
      0.3213981       0.4731218       0.3934007
      0.9090367       0.4933521       0.2493589
      0.4902602       0.7823134       0.9463796
      0.3812154       0.7947149       0.2761211
      0.2096708       0.6546953       0.2658374
      0.4373851        0.763283        0.728136
      0.4143953       0.5969362       0.4676182
      0.3532742       0.1104924      0.09818565
      0.1223102       0.6594139        0.475204
      0.1254478      0.03666667        0.971979
      0.7231517        0.623039       0.6520621
      0.8459681       0.4307752       0.3464592
      0.4329143       0.6640333      0.03953886
      0.4010866        0.801429       0.6393355
      0.2940413       0.2185577     0.008786624
      0.3533276       0.3889499       0.9439872
      0.9830757       0.8620452       0.2497073
      0.4257032      0.05427197      0.04280189
      0.6563751       0.5738178       0.6368755
      0.7281056       0.2302388       0.8542733
      0.6330059        0.306886       0.1537738
      0.4523031       0.4459594       0.8400489
       0.174321       0.4871828       0.6290821
      0.2498028       0.2150982       0.7070144
       0.267018       0.4934634      0.04419749
      0.6665452       0.4182355       0.6342051
     0.01284702       0.0356909       0.1621741
      0.2628981       0.8559485       0.2120483
      0.6840311       0.7390766       0.9976052
     0.03002918        0.720055       0.4708244
      0.6548812       0.5073082       0.1153774
      0.7231079       0.1156715       0.3886825
      0.2371357        0.961486       0.5717046
     0.04076076        0.500359       0.8094006
      0.9184267       0.5993694       0.2962596
      0.4957094      0.03960949       0.8422181
      0.6609698       0.9635422       0.9384276
      0.3733898       0.1023511      0.09635724
      0.5279755      0.04496107       0.1713353
       0.529387       0.8829968       0.2711497
      0.9641943      0.04515546       0.6668474
     0.02266921        0.873117       0.4266656
      0.3357849       0.1569967       0.6861071
       0.244304       0.1431374       0.7570107
      0.2791009       0.1335882        0.894774
      0.5507565       0.8110425       0.2153596
      0.5083327       0.3159618       0.4392488
      0.9102221       0.9651878         0.19771
       0.507574       0.2238417       0.4292564
      0.7459166       0.7544881       0.5899534
      0.4532542       0.9967683       0.3408229
      0.7643863       0.4075902       0.9102503
      0.3907941       0.8736369       0.2347996
       0.512781       0.3664326       0.6401139
     0.07628528       0.4911482       0.8228095
      0.9665187        0.517167       0.5122857
      0.8005843      0.02030902       0.1750608
      0.3674619       0.4790447       0.8930731
      0.3961389       0.4371921       0.5826185
      0.9070069       0.2315372       0.0275918
      0.8113555       0.1557562       0.4222315
      0.1035511       0.1521992       0.8143591
       0.418339       0.6125958       0.9963546
       0.495869       0.6807342       0.5648225
      0.6701597       0.6661548       0.7375468
      0.9179692       0.7292042       0.0606106
      0.4657651      0.08166069       0.2712898
      0.6201741       0.4348932           0.843
      0.6335417       0.7644242       0.7354549
      0.7310204       0.9812968       0.4514734
       0.989766       0.1837115       0.2659955
      0.3945291       0.5470275       0.4900693
      0.2449947       0.3841604       0.3066609
      0.3457574       0.6156904       0.8504652
      0.4299278       0.8380039       0.9634115
      0.2373801       0.5371562       0.3554589
      0.4138956       0.8904204       0.2897282
      0.2946145       0.3575909      0.03166441
      0.5585491       0.8852943       0.5568973
      0.7686216       0.7605433       0.5140089
      0.3530005       0.5893893       0.1159346
      0.7975043       0.3195783       0.4666452
      0.4988235       0.7883769       0.9565248
      0.1004207        0.735213        0.348174
      0.5910235       0.1158306       0.3199817
      0.7318437       0.6446457       0.8099828
      0.8713048       0.3498031       0.1319113
       0.785069       0.7956225       0.1504871
      0.7142236       0.6444097       0.3395218
     0.01893152      0.04865311       0.5461474
      0.6535587       0.2329753       0.5495483
      0.1551015       0.1333464       0.9828679
      0.9193976       0.2976344       0.2702405
     0.03192644      0.03375459       0.4654816
      0.2846868       0.6178991       0.2886016
      0.2232161       0.3939239       0.4529506
      0.5169225       0.9036806       0.1560646
    0.002626699       0.2391241       0.5193547
      0.6094735       0.8445278       0.9422984
      0.2785346       0.3229554       0.1735622
      0.9892082       0.6391755       0.9539811
      0.2485546       0.8197227       0.9260649
      0.1931347       0.5339259       0.6480353
      0.6503701       0.9349956       0.7222602
      0.3080496       0.2103166       0.5038249
      0.9474131       0.6908501       0.1311663
      0.8672288       0.6194229       0.3352331
      0.9410953       0.9519719       0.9556399
      0.3186644       0.1019997       0.8993104
      0.8321095       0.5490338       0.5003652
      0.7382818       0.6051441       0.1038288
      0.7133719       0.6220281       0.6297059
      0.1949172       0.8204225       0.8305794
     0.03772979       0.5636985     0.007000039
      0.7987416       0.4551214       0.5770683
      0.4790508       0.1639692      0.09072597
       0.689424       0.9895225       0.7994529
      0.6133672       0.5452474       0.4696229
      0.2625493       0.7844624       0.4934873
      0.3918513       0.7905669       0.5281509
      0.2505007       0.2984062       0.4202341
      0.8600272       0.3667111       0.3930777
      0.8933951       0.7090293       0.6310652
      0.5296614       0.8121814       0.6242693
      0.0185458       0.8885145       0.8586817
       0.201636        0.580388       0.6174877
       0.262785       0.1979329       0.1374747
      0.7018305       0.8315161       0.1611621
