              x               y               z
      0.9082045     0.000487753       0.6399313
       0.871551       0.3678599       0.6452654
      0.3641392       0.1224696       0.8299705
      0.5911527       0.2364546       0.5295016
      0.1784786       0.5971663       0.2702756
      0.7162619       0.3761999       0.1923675
      0.3414207       0.9786007       0.2591074
      0.8840294       0.4620411       0.2821719
      0.4563056       0.9066667       0.6961783
      0.3381849       0.7376281       0.7387675
      0.8556523       0.8616553        0.574808
      0.7220168       0.3669049       0.1476739
     0.07935514       0.2740485       0.4757169
      0.7247765       0.6817227       0.4799039
      0.2914574       0.7231791       0.7674959
      0.1997675       0.9817793       0.5338938
      0.6484126       0.1639988       0.9714677
      0.4858438       0.5918613        0.865487
       0.474826       0.4748549       0.6984148
     0.08445834       0.8173065       0.3219456
      0.2373971       0.8683115       0.4039228
      0.1012905       0.3910499       0.5887315
      0.7405101        0.738925       0.8585067
      0.3580126       0.6957091       0.1225507
      0.6724967        0.251647       0.7303804
     0.05611675       0.3976244       0.9617084
      0.2430904       0.5113099       0.6905991
      0.4595649      0.04587557      0.02697784
      0.8252491       0.3039776       0.6561434
       0.776001       0.4187038       0.1012964
      0.9527158       0.9193748       0.8807689
       0.810313       0.5292217       0.5476113
      0.1714555       0.9285398       0.1549904
      0.1957013       0.2496485       0.4308105
      0.3887733       0.4010397       0.4639999
      0.3590829       0.4213306       0.3296318
      0.6934641       0.4923502       0.9846235
      0.8186305       0.3240188       0.4908764
      0.8087859       0.6543107       0.2364281
     0.09729685       0.9768877       0.8800979
     0.03625725      0.04572196       0.8208562
      0.6311893       0.1879778       0.4615906
      0.4076136       0.6261648      0.07557274
      0.6619396       0.5185425      0.03324883
      0.4567622       0.4969573       0.3912997
      0.6286336       0.4340564       0.7613245
     0.05276664       0.8965099       0.1471541
      0.1532991       0.4023317       0.6787865
      0.5220502       0.9323378       0.1613936
      0.4594978       0.9673626       0.4393822
      0.2882077      0.04290679       0.7748109
      0.4769159       0.8216065       0.1787768
      0.9024505       0.7305173        0.152704
      0.8272826       0.5310534       0.7768304
      0.6175034       0.6671604       0.1504966
      0.4820583       0.3239216       0.8396093
      0.9542816       0.3898066       0.5733014
      0.2281085       0.5164172      0.01791856
      0.9581154       0.8798245       0.2923913
     0.09061142       0.9614893       0.8152909
       0.146872        0.297457       0.2421517
      0.8316271      0.09399806       0.9977479
      0.6819979       0.2362967       0.4855186
       0.129169      0.09444695       0.9357258
      0.9883297       0.4897564        0.286989
      0.1231087       0.5226861       0.6331366
      0.5866958       0.3351472       0.4493428
     0.07379243      0.09553718       0.2872686
      0.6429469       0.2708821       0.9011301
      0.3757547       0.6090052       0.2905157
      0.9537227       0.7087985       0.4067286
      0.5968356       0.9091707       0.3635881
    0.003418403      0.02233494       0.7450329
     0.03620626       0.7821591       0.6072555
      0.6466956       0.8579867       0.2876689
      0.6746216       0.9514359       0.6064679
      0.2523817        0.343792      0.06659529
     0.01069074       0.8425853        0.794282
      0.1776109       0.9047327       0.9271237
     0.03726933        0.740348       0.2264811
      0.8214764       0.7856173      0.09933062
      0.3246299       0.7749318       0.7024817
      0.6740968      0.05686873       0.6006107
      0.9149875       0.1190568       0.6021932
      0.5581691       0.1833024      0.08051084
      0.6819224       0.4618248       0.7681844
      0.1611646       0.9520963       0.6151469
      0.4945966       0.8941938        0.328374
      0.2186428       0.6673206       0.3744904
      0.7268631     0.001396328       0.4131975
      0.3817579       0.3457175       0.5361238
      0.3039792       0.4703305       0.9982885
      0.7675341       0.2006896       0.5870922
      0.9614759       0.2127581       0.3805786
      0.4913469      0.01343656       0.3434275
       0.716206       0.2346725       0.9841283
       0.197099       0.1063741      0.02889224
     0.01091803       0.7963521      0.02951703
   0.0004246726       0.2432458       0.4301832
      0.3913385       0.4608016       0.6892561
      0.6684068       0.9708369       0.7401932
      0.6081533       0.6706373       0.2648071
      0.9849133       0.8862145       0.9186083
      0.1879358       0.9741513       0.5924369
      0.9678578        0.833525       0.4673583
      0.4216505       0.4481801       0.4472693
      0.7827391       0.9903547       0.5065512
      0.4307777      0.06188118       0.2610795
     0.08522565       0.6288032       0.1002923
      0.6450358       0.7085981       0.3859385
      0.5782449       0.8694105       0.6693423
      0.4768413       0.8805511       0.9567571
     0.05136353       0.4380866        0.906287
      0.3650655       0.4167074       0.9974002
      0.5912048       0.8193799      0.09554242
     0.01439799       0.7892248       0.5967387
       0.473869       0.9715503       0.4095456
      0.7223515       0.1769434       0.1639423
      0.3437496       0.2822533     0.005635522
      0.6490486       0.1763569       0.5020176
      0.3770548       0.6425729       0.6262205
      0.2834129       0.7732515       0.2017836
      0.7549799       0.9197734        0.785554
      0.3942593       0.1588336       0.7673637
      0.1032211       0.5950568       0.2666314
      0.3208445       0.7402971          0.9129
      0.5825694       0.1441354      0.05357329
      0.4937102       0.8988221       0.8404287
      0.4739287       0.8098064       0.6543265
      0.6650623       0.6504772       0.1419559
      0.4912469       0.4799255       0.7502668
      0.6878244        0.307764        0.498136
      0.7153256       0.3398992        0.954258
      0.7924998       0.9992836       0.9407161
      0.8103508       0.7839994       0.0124931
      0.7297062       0.3690206       0.1045735
      0.3929067       0.4711326       0.1969469
      0.8052826       0.0177873       0.3740493
      0.1722761       0.4599026       0.0588826
      0.5535103       0.6351658       0.9239279
       0.952207       0.1568418       0.8109902
      0.5572477       0.1775911       0.4561232
      0.5654076       0.2089851       0.3493657
      0.2471642        0.483742       0.9575718
      0.3970979       0.3742266        0.466579
      0.4715011       0.6759798       0.9361181
      0.4907603       0.6759796        0.218501
      0.9079757       0.9065324      0.04340504
      0.7291613       0.4455154       0.6522892
      0.7683312       0.5360544       0.2216523
      0.7770303       0.8397846       0.7253326
      0.3483577       0.2032665       0.5937309
      0.4554038       0.9291139       0.9923472
       0.257112       0.5275309       0.5512685
      0.6367525        0.301419     0.003038177
     0.01066111       0.7452069        0.597827
      0.3884419       0.3042307       0.2459711
      0.4779419       0.5694396       0.4016445
      0.1104498       0.9030278       0.8797362
      0.6743532       0.4872997       0.1340697
      0.2890443       0.8562983       0.9397909
      0.9526248       0.3932859         0.70531
      0.8204147        0.747158       0.5878175
      0.8870345       0.7343089       0.4533164
      0.7146826       0.4122797       0.6022545
      0.9103385       0.2504692       0.9733028
      0.4346704       0.4510668       0.5496979
      0.1283666       0.8071432       0.2730726
       0.616149       0.0944021       0.9988474
      0.6775581       0.6033809       0.3376238
      0.4349549       0.2587177       0.9679504
      0.5314498       0.7771127       0.6431056
      0.3096296       0.3296674       0.7270026
      0.5287634       0.3974135     0.005218756
      0.2369717      0.07204389       0.4991345
      0.1419104       0.4201716       0.1654762
     0.05088708       0.9123726       0.5041416
      0.8441653       0.3158266       0.2253117
      0.8879268       0.4539432       0.9704799
       0.363598        0.720282     0.002739688
     0.05379496       0.6026129       0.9026441
      0.4100251       0.3666502       0.6708268
       0.944638       0.5271789        0.126814
     0.06985439       0.9931004       0.5250059
      0.4949274       0.2052386       0.1596748
      0.7425874       0.9624756       0.6717922
      0.6697403      0.09235277       0.8275558
      0.3168064        0.115238       0.8164502
       0.654081       0.2281308       0.6905859
      0.0448809       0.2827253        0.521013
      0.4835573      0.09455722       0.3085573
      0.5964357       0.8338178       0.9490531
      0.7039673       0.9505463       0.3471894
      0.3271169       0.3536205       0.3774906
      0.1929745       0.4321228        0.848677
       0.330281       0.3390678       0.6203483
      0.2790715       0.8593053       0.7088603
      0.8277257       0.6355385      0.07005423
      0.8118061       0.6483177       0.2107765
      0.5099612       0.2520021       0.8880764
      0.3747348       0.6941473       0.2600899
      0.7281073       0.2775538       0.7954783
      0.4215431       0.8262227      0.01258089
      0.3658758       0.8171711       0.4370392
      0.3695937       0.0481176       0.5244919
      0.6565481      0.07134623       0.9764441
      0.1323379       0.6227153       0.1694381
      0.8254235        0.948707       0.3286369
      0.7914944       0.2968377       0.2737187
       0.776922       0.7032356        0.952914
      0.8532426       0.1011692      0.01025019
      0.3133043       0.1784279       0.9854041
      0.3964319        0.640813       0.7184334
      0.2792612       0.1934545       0.1974846
      0.2655698       0.2236104       0.5400144
       0.414493      0.04565108       0.1930964
      0.1821375      0.01742014      0.05340329
     0.06738048        0.107571       0.3186851
      0.5950607       0.4557128       0.1844617
      0.7509891       0.3434104       0.2860744
      0.2216741        0.026097       0.7435732
      0.6542241       0.9424337       0.8861585
       0.212608       0.2330567      0.04257386
      0.8762122      0.03271256       0.9589185
      0.4776199       0.3428429       0.6188583
      0.4072239       0.6774732       0.5542939
    0.008756856       0.6169702       0.5445656
      0.2191816       0.8352814      0.02050255
      0.4942182       0.5713196       0.4230414
      0.9752343       0.8491857      0.08662804
      0.6959248       0.4442291       0.1268852
      0.4506272       0.6555126      0.01177799
      0.2188118       0.4711368        0.657492
      0.5202382       0.8691155       0.2176558
      0.7189478       0.9498175       0.3465173
      0.4185086        0.976606       0.2421105
       0.361174       0.4426575       0.2899863
      0.9338383       0.9225815      0.06908898
      0.3043979       0.5225747        0.354417
      0.8928749       0.7064092       0.5091675
      0.5026881       0.8267708      0.06555568
      0.3534768       0.6937742       0.9967744
      0.5677732     0.007956994       0.7850416
      0.5604412       0.9173809       0.7996624
      0.4544532       0.9076428       0.6663826
      0.9346057       0.3798344       0.5992117
      0.1220793       0.8631554       0.7785552
      0.6035911       0.2858657       0.7402127
      0.8706848       0.8619892       0.2614043
      0.7496278       0.1189837       0.7764059
      0.6917825       0.5476184       0.8261912
       0.483825       0.7127971       0.6871193
      0.8974434       0.5851158        0.890767
       0.589622       0.1897205       0.5232335
      0.9634996       0.1274806       0.4971408
      0.4510804       0.7864377       0.7448719
      0.9783887       0.1735261       0.7164851
      0.4801904     0.001946577       0.3159731
      0.8584744       0.4362851       0.6131904
       0.652944        0.335375       0.8093342
      0.4991236       0.2407644       0.2825564
      0.2194857        0.487567       0.8230085
      0.4602131        0.642075        0.886341
      0.2930547      0.09032442       0.5136075
     0.04067229       0.3716869       0.1072058
      0.1219839       0.6495096       0.8311884
      0.4402418       0.7115395       0.2156326
      0.8824051       0.6889374      0.03492915
      0.8099754       0.1680767       0.7823878
      0.2309496       0.7691344       0.2175317
      0.5164531      0.04088199       0.3956827
    0.001347166       0.6608669        0.995508
      0.9597068       0.1837522       0.3220214
      0.9255468       0.1731819       0.4171022
      0.9931765       0.9981088        0.905405
      0.7128837       0.5558283       0.5914743
      0.7045507       0.3612905       0.8738054
      0.8544164       0.3342078       0.3897749
      0.8544158       0.1419476       0.9575043
      0.8411678        0.499613       0.5636025
      0.7692268       0.8386062       0.5608286
      0.5356631       0.6105038       0.6408324
      0.6417039       0.7384157       0.6377385
      0.6720709       0.3827718       0.2628611
      0.6342314       0.6484283       0.2953632
      0.8791119       0.3659416       0.1090097
      0.8036843       0.1008337       0.8664547
    0.004903168       0.5709578       0.6544247
       0.215618       0.9641095       0.6522318
      0.9970938      0.09665716       0.4196998
      0.3455573       0.6183443       0.7609498
      0.4099323       0.3646996       0.8098503
      0.2569677       0.4186832       0.4787142
      0.5656413       0.1186772       0.0726345
     0.09051562       0.9047843       0.3628965
      0.6955947       0.4951216        0.101058
      0.6976109       0.4096913       0.8729885
       0.226161       0.5629003       0.4005826
      0.8095583       0.9953536       0.9262455
      0.8211436       0.6767654      0.07151159
      0.2443307       0.2003728       0.2704972
      0.6074848      0.00117418       0.5940359
      0.3956134      0.02116798       0.4908324
     0.01271654       0.9181963       0.1502701
      0.5536509       0.9471483       0.9173753
      0.3563756       0.7559868       0.3643457
      0.3127961       0.5838324        0.103466
      0.1408612       0.3383971       0.1588124
      0.8504859       0.4405232       0.1340619
      0.6864717      0.04412965       0.4346547
      0.1936337       0.4419571       0.4841652
      0.6427839       0.8164011       0.4386807
      0.2416465         0.78156       0.6149704
      0.8762024       0.2186342       0.4564142
       0.744362        0.602674      0.02522695
     0.01999815       0.2423612       0.5019272
      0.3525132      0.07258606       0.3409309
      0.6958047       0.5437529      0.02304443
      0.7473344       0.2162857       0.2035204
      0.2691566       0.7048782       0.2957526
      0.8609564       0.7189875       0.4475021
       0.688071       0.1011329       0.1851098
      0.4863055        0.844177        0.933667
       0.277369       0.6072589       0.7347104
      0.6338751       0.9666404      0.03561353
      0.6501523       0.5284134       0.2151602
      0.3414011       0.2724463       0.6468147
      0.7093269         0.80948      0.03814693
      0.2100927       0.5862673       0.4623579
       0.865703       0.2906477       0.7030551
      0.9310399       0.6181266       0.1485144
      0.9569496       0.5683015       0.9865315
       0.201038       0.1483883       0.9738125
     0.01493176       0.4891197       0.5439289
      0.2097395       0.7082514       0.2151564
       0.123067       0.9715105       0.6734315
      0.8901841       0.9604089        0.389877
      0.5843298       0.5897164       0.6358838
      0.8769056       0.3945952        0.567848
      0.4632225       0.8426839        0.741804
    0.009620281       0.4636411       0.8152369
      0.2837861       0.2192989       0.7104729
     0.05811383       0.4999036       0.3139033
      0.2497666       0.4534158       0.9610785
      0.7624765       0.9516663       0.7472267
      0.8397946       0.1416717       0.9722584
      0.5612683       0.5435266       0.3502081
      0.6481312       0.5036659       0.3140184
      0.6130006       0.1789402       0.8829862
      0.7866722       0.3424762       0.2281082
      0.1298203       0.6878318       0.9648345
      0.3965103        0.169465      0.04348091
      0.4826376      0.04266188       0.4233313
      0.4311577       0.2436539       0.5817335
      0.3361433       0.4391627       0.1423936
      0.6636404        0.454888      0.03894287
     0.08800246        0.236867       0.8819492
       0.755665       0.6148557       0.7958019
       0.675201       0.6702054        0.605471
      0.8624934      0.08374984        0.284171
      0.1669137       0.8473574       0.1660975
          0.595       0.2330517       0.9635773
      0.5119995       0.6873064      0.03855672
       0.692855       0.6507709       0.9828318
      0.7326417       0.3141195       0.3105295
      0.5523667       0.5358748       0.6041323
      0.8236503       0.2735366       0.5522011
      0.7139782       0.9553936       0.5703804
      0.4864466       0.9901605      0.04222064
      0.6015771       0.5693342       0.6289067
      0.6288587       0.9674206       0.4087817
        0.73364       0.8571284       0.7332945
      0.3305238       0.4502756       0.3186156
      0.6792147       0.5967849       0.2440624
       0.501627       0.3490846       0.1567319
      0.3193201       0.2269987        0.979395
      0.3172958       0.3253624       0.4415122
      0.2438745        0.940889       0.6361383
      0.8730408      0.05960974       0.9057008
      0.5875912       0.6026965       0.7352102
      0.2638779       0.3862466       0.5518326
      0.1976013     0.009892178       0.3154605
      0.2421204       0.5600857       0.8484229
      0.4823443       0.2461523       0.1309039
      0.2925482       0.6196466     0.004069357
      0.3152923       0.8983464       0.8237058
      0.1262692      0.09356406       0.2697455
      0.1490151       0.2666464       0.7700761
      0.8646741       0.7380332       0.7697476
      0.1095238       0.5195272       0.3922754
      0.5740153       0.5538323        0.755569
      0.2697886       0.4990682       0.7824834
       0.967463       0.1813928       0.6156783
      0.5095712        0.307178       0.9877602
      0.3752337       0.7139463       0.7012458
      0.7872173       0.9708995       0.9350901
      0.3064079       0.6997039       0.9712659
      0.6687095      0.08845596       0.4091071
      0.6241343       0.8054264       0.6367044
      0.8192632        0.809851         0.13871
      0.6893989       0.2211551       0.1543158
      0.1136391       0.6568563       0.5351063
      0.2166372       0.8170086       0.8098449
      0.2450679       0.7651013     0.003402952
       0.951358       0.9676148       0.8420485
      0.1441098       0.7187031       0.7519061
      0.3873399       0.6252348       0.6457112
      0.5712465         0.36897       0.6782097
       0.876025       0.1015808       0.8754618
      0.9243077        0.585828       0.4973526
      0.1282282       0.6110017       0.5609578
      0.4492956       0.1101257      0.04630939
       0.844591       0.3379067       0.7740738
      0.3119526        0.260424        0.536237
      0.3959859       0.5111421       0.1211193
      0.5675924       0.8737688       0.9160886
      0.1931001       0.9949168       0.5616618
      0.2587262       0.2025069       0.5941693
      0.8301265       0.6542918       0.1710662
       0.535191       0.1950502       0.6023332
       0.955832       0.1892499       0.7425836
      0.8369348       0.8164385       0.9229066
      0.5381234       0.9167698       0.1342264
      0.8161593        0.375059      0.09868333
      0.7384145       0.8578361       0.4868486
      0.1018225       0.3076555       0.2760415
      0.3573869       0.9977146       0.9667803
      0.2163089       0.3435112       0.3730169
     0.03570457       0.2229005       0.8780431
      0.6380893        0.939142       0.4114321
       0.354077       0.4252007       0.3842588
      0.4420136       0.0711215       0.3868086
      0.3955653       0.7244771       0.7470757
       0.032472        0.788075       0.7237554
      0.8448217       0.3851865      0.09002843
      0.4992977       0.5893919       0.9440159
      0.1164571       0.7442659     0.006228224
      0.1243599        0.767942       0.5673345
      0.6607338       0.4691685       0.8734283
      0.1416944       0.2590817       0.4600505
      0.4575987       0.8595135       0.5440794
     0.07505274       0.5134326       0.4862823
        0.33507       0.7824811       0.5838334
      0.9141542       0.4491573       0.1788689
      0.3235226       0.3534026       0.1253829
      0.2750081      0.01058205       0.9233753
      0.4381795       0.6778235       0.2932512
       0.783397       0.5018018        0.155621
       0.923435       0.9417876      0.08430885
      0.7947543        0.977901       0.4437417
      0.1952376       0.9102808       0.3473029
     0.09702702       0.8524612      0.01731212
      0.7886498       0.6299468       0.7116943
       0.976839       0.6539733       0.7204909
      0.4661889       0.2343267       0.5744259
      0.7685779       0.2858083       0.1370677
      0.1367873       0.8254645       0.9778471
      0.8426053       0.1808472       0.6125904
      0.6868399       0.2574585       0.3378132
      0.4571979       0.7569016       0.4360202
      0.1275535       0.8436332       0.6546759
      0.9287861       0.5629937       0.9576812
      0.1357419       0.7016345       0.9060101
      0.7228657       0.4840799       0.4184012
      0.6388851       0.1128147       0.2527324
      0.6131866       0.2639037        0.614235
      0.3276918       0.3783517       0.8736599
      0.7831159       0.1048977       0.9230602
     0.09223225       0.7797312       0.8884971
       0.687527       0.9990613      0.01881796
      0.7966562       0.3491958        0.291017
      0.2415135       0.6971113       0.7632524
      0.1781894       0.1198793       0.1516485
      0.2651903       0.8956963       0.1206353
      0.2482555       0.5439738       0.8580048
     0.04588061       0.1309443        0.346103
      0.4829821       0.6905428       0.4961498
      0.2318169       0.1973248       0.2929449
       0.599657       0.3288646       0.7712178
      0.7818287      0.09595435       0.4579494
      0.8811508       0.7171763       0.2727089
      0.7788739       0.7190288       0.4194445
      0.4144919       0.5856949        0.372769
      0.8606492       0.4267563     0.009407369
      0.1119461       0.6866239       0.9793522
      0.9484571        0.150122      0.01979303
      0.6800434       0.3871733       0.3819316
      0.3857943       0.2734405       0.2018378
      0.9338703      0.01023246      0.07807302
      0.6378714       0.5299603       0.5333824
     0.03635194       0.3782999      0.08350456
     0.07193773       0.7923911       0.3458488
     0.06418633      0.03334232       0.3829672
       0.136989       0.2577634       0.4113903
     0.06093581       0.5907951       0.9514179
      0.1223451       0.8391985       0.8614819
      0.1068212       0.7047933       0.6324067
     0.05666928       0.1345647        0.615772
      0.3558514       0.2353319       0.8623342
      0.1729908       0.2421929        0.292172
      0.3748939       0.9963397       0.9040325
      0.2321302       0.4866525       0.7210617
      0.6617428       0.9004927       0.1957758
      0.3726991       0.7872075       0.4808232
      0.9495472       0.1767476       0.9025204
      0.9043523       0.5447384       0.2940471
     0.06067611       0.3292758     0.009389492
      0.2725513        0.943008       0.5992995
       0.299695       0.7015818       0.3625532
      0.2904681         0.69573       0.2002946
      0.6391687       0.1909618       0.6505688
      0.2546289      0.07802792       0.3636158
      0.4357668       0.2725381       0.2501619
      0.8691767       0.3280161        0.579117
      0.2217928      0.04886637       0.6744569
      0.6801122       0.7883209       0.6243695
      0.9573799      0.01650962       0.3656572
      0.3338708       0.8585127       0.3217307
      0.6019644       0.8626148       0.6587733
      0.6263081       0.6406837       0.9810032
      0.9179208       0.4276773       0.1964286
     0.06468796       0.6449541       0.2660284
      0.7466581       0.6853677       0.3783568
       0.451865       0.1290505       0.2512325
    0.002051446       0.8285721       0.4611864
      0.7866935       0.1574864       0.1817436
      0.8926958      0.08930945       0.6419838
      0.7526347       0.4880112       0.8406871
      0.4274386       0.5230992       0.8627956
      0.3127124       0.1760876       0.3693982
       0.788796       0.6592356       0.9532018
      0.4009041       0.1350296       0.1850526
      0.9937791       0.1819377       0.9337181
      0.8952709       0.2030788       0.4784563
      0.8279004       0.6358119       0.9787344
      0.3463468       0.8745286       0.4271053
      0.7314953      0.04380437       0.4877112
      0.1691089       0.3318553       0.7234337
      0.5375085       0.8315545       0.7827863
      0.2191361       0.2943843        0.406059
      0.8478582       0.1736146      0.04562095
      0.1419264       0.5073398       0.6626087
      0.2454629       0.1159139      0.08611257
    0.009323435       0.7839121       0.7164115
      0.7003786       0.4053576     0.005614246
     0.04949646        0.520174       0.5964651
      0.8446105       0.7411881       0.3825588
      0.3237011       0.6121399      0.09176617
      0.7572025       0.4010442       0.7138084
      0.5130555       0.4103586      0.04745124
     0.06178867       0.8609203       0.2525005
      0.4975959       0.4038461       0.7871919
      0.1792166      0.02606946       0.2709748
      0.9539935       0.3728952        0.175488
      0.9678381       0.8474011       0.5768494
      0.6426647       0.1051778       0.2904905
     0.08477166       0.2922606       0.3280169
      0.5374203       0.4115186       0.3822729
      0.2972452       0.5980787       0.6054388
      0.5655042       0.4854381       0.1154907
      0.6873121       0.5208724       0.9787918
       0.128441       0.1716957     0.001946297
      0.4766148       0.3511122       0.2184115
      0.8418353       0.6287642       0.4058872
    0.005408902       0.5868312       0.9382241
      0.9221965       0.5085833        0.935209
      0.8019411       0.8108832       0.4281832
      0.7664069       0.1681336       0.1084214
      0.4351839       0.6148387       0.1714276
      0.6658782       0.4640074       0.8143799
      0.8357783       0.3745451       0.2242537
      0.8380605       0.6029566       0.4786688
      0.3968258       0.9102348       0.4159461
      0.7074733       0.2147331       0.8592182
       0.619595       0.5077567       0.8953734
      0.6196643       0.4388011        0.494414
      0.2850059       0.5824027       0.5378365
       0.117381       0.7056309       0.2933014
       0.202844        0.507915       0.7871144
      0.4421385       0.2205597       0.7871662
      0.8769764       0.4525088       0.6314927
      0.6802934       0.5188894       0.9805166
      0.8529678       0.8474281       0.4191871
      0.1479672       0.1696451       0.2727121
    0.003681996       0.8297706       0.8569378
      0.7921875       0.4587501       0.1630501
      0.6109312       0.4718889      0.09083988
     0.06443478       0.8589791       0.6968383
      0.5107392       0.1274115       0.8719898
      0.1324793       0.3552386       0.5967306
      0.9318697       0.3231854       0.2001933
      0.2971626       0.2491005       0.5794589
      0.1663239       0.1912197       0.1491138
     0.07052959       0.9009364       0.8798495
      0.8535199       0.3972242       0.6125971
      0.7510761        0.912994       0.8630355
      0.5348311        0.449734       0.7701842
     0.05565821       0.5782895       0.6234001
      0.1459687       0.2105329       0.3866013
      0.8875759       0.3830193       0.2272017
       0.287887       0.9479266       0.0289461
      0.8820783       0.4701532       0.1286239
      0.3677134       0.1953393        0.394028
      0.9215789       0.1332547      0.08103629
      0.3056259       0.5506048       0.4362711
      0.7215002       0.8057935       0.7338198
       0.228728       0.9738827       0.2081613
       0.759109       0.6724921       0.8999506
     0.05115232       0.4354958       0.3262077
       0.315114       0.2129306       0.3865023
      0.9904385       0.3280395      0.01626943
      0.3453889       0.3502592       0.7128668
      0.4075783       0.4190171       0.9713161
      0.7304578       0.8473599       0.1855669
      0.4917834       0.3356414        0.875108
       0.142761       0.5488855       0.4020074
      0.9386349       0.2720163       0.9481086
      0.6256217       0.2836097       0.4872156
      0.3298146        0.572315       0.6456271
      0.8689691         0.93214       0.5040548
      0.3459819      0.04845667       0.2977347
      0.2658025       0.5282497       0.8744446
      0.6534622       0.1631573       0.2823256
      0.6336959       0.0605972       0.7023597
      0.5669362       0.1210838        0.798047
      0.3463852       0.6378235       0.5139677
      0.1332052       0.4637312       0.9768159
      0.2234723       0.8647015       0.6644501
      0.9088658       0.9000824       0.3769022
       0.610514       0.8978124       0.7390147
      0.8935128       0.9349506       0.9844496
      0.2509478       0.7342122       0.3537892
      0.6239434       0.3149533      0.06994978
      0.1585908       0.1319515       0.9788763
      0.9699739       0.4522946       0.1777912
      0.9368144      0.05051268       0.4580358
      0.4505805       0.1150239      0.05293185
      0.3589358       0.7392468     0.007967556
      0.2756787       0.9067798       0.6830336
      0.7118659       0.1237594       0.7084609
      0.5691506       0.4440647       0.1245817
     0.06848997       0.1620838       0.3775213
      0.3316424       0.4220821       0.9078765
      0.5837502       0.6863462       0.7741128
      0.9966976       0.1008777       0.9410916
      0.2605291       0.6495166       0.1503391
       0.758738       0.3107487       0.2055798
      0.4871517       0.6297488        0.911799
